kdrg_code,kdrg_name,aadrg_code,aadrg_name,partition,mdc_code,cc_level,relative_weight,arithmetic_mean_los
B0152,뇌동맥류 색전술(뇌졸중 동반) - 중등도,B015,뇌동맥류 색전술(뇌졸중 동반),S,,2,0.0,0.0
B0153,뇌동맥류 색전술(뇌졸중 동반) - 중증,B015,뇌동맥류 색전술(뇌졸중 동반),S,,3,0.0,0.0
B0154,뇌동맥류 색전술(뇌졸중 동반) - 최중증,B015,뇌동맥류 색전술(뇌졸중 동반),S,,4,0.0,0.0
B0155,뇌동맥류 색전술(뇌졸중 동반) - 특수1,B015,뇌동맥류 색전술(뇌졸중 동반),S,,5,0.0,0.0
B0156,뇌동맥류 색전술(뇌졸중 동반) - 특수2,B015,뇌동맥류 색전술(뇌졸중 동반),S,,6,0.0,0.0
B0157,뇌동맥류 색전술(뇌졸중 동반) - 특수3,B015,뇌동맥류 색전술(뇌졸중 동반),S,,7,0.0,0.0
B0158,뇌동맥류 색전술(뇌졸중 동반) - 특수4,B015,뇌동맥류 색전술(뇌졸중 동반),S,,8,0.0,0.0
B0159,뇌동맥류 색전술(뇌졸중 동반) - 특수5,B015,뇌동맥류 색전술(뇌졸중 동반),S,,9,0.0,0.0
B0160,뇌동맥류 색전술(뇌졸중 미동반),B016,뇌동맥류 색전술(뇌졸중 미동반),S,,0,0.0,0.0
B0161,뇌동맥류 색전술(뇌졸중 미동반) - 경도,B016,뇌동맥류 색전술(뇌졸중 미동반),S,,1,0.0,0.0
B0162,뇌동맥류 색전술(뇌졸중 미동반) - 중등도,B016,뇌동맥류 색전술(뇌졸중 미동반),S,,2,0.0,0.0
B0163,뇌동맥류 색전술(뇌졸중 미동반) - 중증,B016,뇌동맥류 색전술(뇌졸중 미동반),S,,3,0.0,0.0
B0164,뇌동맥류 색전술(뇌졸중 미동반) - 최중증,B016,뇌동맥류 색전술(뇌졸중 미동반),S,,4,0.0,0.0
B0165,뇌동맥류 색전술(뇌졸중 미동반) - 특수1,B016,뇌동맥류 색전술(뇌졸중 미동반),S,,5,0.0,0.0
B0166,뇌동맥류 색전술(뇌졸중 미동반) - 특수2,B016,뇌동맥류 색전술(뇌졸중 미동반),S,,6,0.0,0.0
B0167,뇌동맥류 색전술(뇌졸중 미동반) - 특수3,B016,뇌동맥류 색전술(뇌졸중 미동반),S,,7,0.0,0.0
B0168,뇌동맥류 색전술(뇌졸중 미동반) - 특수4,B016,뇌동맥류 색전술(뇌졸중 미동반),S,,8,0.0,0.0
B0169,뇌동맥류 색전술(뇌졸중 미동반) - 특수5,B016,뇌동맥류 색전술(뇌졸중 미동반),S,,9,0.0,0.0
B0170,뇌동맥류 복합 수술(뇌졸중 동반),B017,뇌동맥류 복합 수술(뇌졸중 동반),S,,0,0.0,0.0
B0171,뇌동맥류 복합 수술(뇌졸중 동반) - 경도,B017,뇌동맥류 복합 수술(뇌졸중 동반),S,,1,0.0,0.0
B0172,뇌동맥류 복합 수술(뇌졸중 동반) - 중등도,B017,뇌동맥류 복합 수술(뇌졸중 동반),S,,2,0.0,0.0
B0173,뇌동맥류 복합 수술(뇌졸중 동반) - 중증,B017,뇌동맥류 복합 수술(뇌졸중 동반),S,,3,0.0,0.0
B0174,뇌동맥류 복합 수술(뇌졸중 동반) - 최중증,B017,뇌동맥류 복합 수술(뇌졸중 동반),S,,4,0.0,0.0
B0175,뇌동맥류 복합 수술(뇌졸중 동반) - 특수1,B017,뇌동맥류 복합 수술(뇌졸중 동반),S,,5,0.0,0.0
B0176,뇌동맥류 복합 수술(뇌졸중 동반) - 특수2,B017,뇌동맥류 복합 수술(뇌졸중 동반),S,,6,0.0,0.0
B0177,뇌동맥류 복합 수술(뇌졸중 동반) - 특수3,B017,뇌동맥류 복합 수술(뇌졸중 동반),S,,7,0.0,0.0
B0178,뇌동맥류 복합 수술(뇌졸중 동반) - 특수4,B017,뇌동맥류 복합 수술(뇌졸중 동반),S,,8,0.0,0.0
B0179,뇌동맥류 복합 수술(뇌졸중 동반) - 특수5,B017,뇌동맥류 복합 수술(뇌졸중 동반),S,,9,0.0,0.0
B0180,뇌동맥류 복합 색전술(뇌졸중 동반),B018,뇌동맥류 복합 색전술(뇌졸중 동반),S,,0,0.0,0.0
B0181,뇌동맥류 복합 색전술(뇌졸중 동반) - 경도,B018,뇌동맥류 복합 색전술(뇌졸중 동반),S,,1,0.0,0.0
B0182,뇌동맥류 복합 색전술(뇌졸중 동반) - 중등도,B018,뇌동맥류 복합 색전술(뇌졸중 동반),S,,2,0.0,0.0
B0183,뇌동맥류 복합 색전술(뇌졸중 동반) - 중증,B018,뇌동맥류 복합 색전술(뇌졸중 동반),S,,3,0.0,0.0
B0184,뇌동맥류 복합 색전술(뇌졸중 동반) - 최중증,B018,뇌동맥류 복합 색전술(뇌졸중 동반),S,,4,0.0,0.0
B0185,뇌동맥류 복합 색전술(뇌졸중 동반) - 특수1,B018,뇌동맥류 복합 색전술(뇌졸중 동반),S,,5,0.0,0.0
B0186,뇌동맥류 복합 색전술(뇌졸중 동반) - 특수2,B018,뇌동맥류 복합 색전술(뇌졸중 동반),S,,6,0.0,0.0
B0187,뇌동맥류 복합 색전술(뇌졸중 동반) - 특수3,B018,뇌동맥류 복합 색전술(뇌졸중 동반),S,,7,0.0,0.0
B0188,뇌동맥류 복합 색전술(뇌졸중 동반) - 특수4,B018,뇌동맥류 복합 색전술(뇌졸중 동반),S,,8,0.0,0.0
B0189,뇌동맥류 복합 색전술(뇌졸중 동반) - 특수5,B018,뇌동맥류 복합 색전술(뇌졸중 동반),S,,9,0.0,0.0
B0210,두개내 혈관 수술(뇌졸중 동반),B021,두개내 혈관 수술(뇌졸중 동반),S,,0,0.0,0.0
B0211,두개내 혈관 수술(뇌졸중 동반) - 경도,B021,두개내 혈관 수술(뇌졸중 동반),S,,1,0.0,0.0
B0212,두개내 혈관 수술(뇌졸중 동반) - 중등도,B021,두개내 혈관 수술(뇌졸중 동반),S,,2,0.0,0.0
B0213,두개내 혈관 수술(뇌졸중 동반) - 중증,B021,두개내 혈관 수술(뇌졸중 동반),S,,3,0.0,0.0
B0214,두개내 혈관 수술(뇌졸중 동반) - 최중증,B021,두개내 혈관 수술(뇌졸중 동반),S,,4,0.0,0.0
B0215,두개내 혈관 수술(뇌졸중 동반) - 특수1,B021,두개내 혈관 수술(뇌졸중 동반),S,,5,0.0,0.0
B0216,두개내 혈관 수술(뇌졸중 동반) - 특수2,B021,두개내 혈관 수술(뇌졸중 동반),S,,6,0.0,0.0
B0217,두개내 혈관 수술(뇌졸중 동반) - 특수3,B021,두개내 혈관 수술(뇌졸중 동반),S,,7,0.0,0.0
B0218,두개내 혈관 수술(뇌졸중 동반) - 특수4,B021,두개내 혈관 수술(뇌졸중 동반),S,,8,0.0,0.0
B0219,두개내 혈관 수술(뇌졸중 동반) - 특수5,B021,두개내 혈관 수술(뇌졸중 동반),S,,9,0.0,0.0
B0220,두개내 혈관 수술(뇌졸중 미동반),B022,두개내 혈관 수술(뇌졸중 미동반),S,,0,0.0,0.0
B0221,두개내 혈관 수술(뇌졸중 미동반) - 경도,B022,두개내 혈관 수술(뇌졸중 미동반),S,,1,0.0,0.0
B0222,두개내 혈관 수술(뇌졸중 미동반) - 중등도,B022,두개내 혈관 수술(뇌졸중 미동반),S,,2,0.0,0.0
B0223,두개내 혈관 수술(뇌졸중 미동반) - 중증,B022,두개내 혈관 수술(뇌졸중 미동반),S,,3,0.0,0.0
B0224,두개내 혈관 수술(뇌졸중 미동반) - 최중증,B022,두개내 혈관 수술(뇌졸중 미동반),S,,4,0.0,0.0
B0225,두개내 혈관 수술(뇌졸중 미동반) - 특수1,B022,두개내 혈관 수술(뇌졸중 미동반),S,,5,0.0,0.0
B0226,두개내 혈관 수술(뇌졸중 미동반) - 특수2,B022,두개내 혈관 수술(뇌졸중 미동반),S,,6,0.0,0.0
B0227,두개내 혈관 수술(뇌졸중 미동반) - 특수3,B022,두개내 혈관 수술(뇌졸중 미동반),S,,7,0.0,0.0
B0228,두개내 혈관 수술(뇌졸중 미동반) - 특수4,B022,두개내 혈관 수술(뇌졸중 미동반),S,,8,0.0,0.0
B0229,두개내 혈관 수술(뇌졸중 미동반) - 특수5,B022,두개내 혈관 수술(뇌졸중 미동반),S,,9,0.0,0.0
B0230,뇌신경계 혈관기형 및 동정맥루 색전술(뇌졸중 동반),B023,뇌신경계 혈관기형 및 동정맥루 색전술(뇌졸중 동반),S,,0,0.0,0.0
B0231,뇌신경계 혈관기형 및 동정맥루 색전술(뇌졸중 동반) - 경도,B023,뇌신경계 혈관기형 및 동정맥루 색전술(뇌졸중 동반),S,,1,0.0,0.0
B0232,뇌신경계 혈관기형 및 동정맥루 색전술(뇌졸중 동반) - 중등도,B023,뇌신경계 혈관기형 및 동정맥루 색전술(뇌졸중 동반),S,,2,0.0,0.0
B0233,뇌신경계 혈관기형 및 동정맥루 색전술(뇌졸중 동반) - 중증,B023,뇌신경계 혈관기형 및 동정맥루 색전술(뇌졸중 동반),S,,3,0.0,0.0
B0234,뇌신경계 혈관기형 및 동정맥루 색전술(뇌졸중 동반) - 최중증,B023,뇌신경계 혈관기형 및 동정맥루 색전술(뇌졸중 동반),S,,4,0.0,0.0
B0235,뇌신경계 혈관기형 및 동정맥루 색전술(뇌졸중 동반) - 특수1,B023,뇌신경계 혈관기형 및 동정맥루 색전술(뇌졸중 동반),S,,5,0.0,0.0
B0236,뇌신경계 혈관기형 및 동정맥루 색전술(뇌졸중 동반) - 특수2,B023,뇌신경계 혈관기형 및 동정맥루 색전술(뇌졸중 동반),S,,6,0.0,0.0
B0237,뇌신경계 혈관기형 및 동정맥루 색전술(뇌졸중 동반) - 특수3,B023,뇌신경계 혈관기형 및 동정맥루 색전술(뇌졸중 동반),S,,7,0.0,0.0
B0238,뇌신경계 혈관기형 및 동정맥루 색전술(뇌졸중 동반) - 특수4,B023,뇌신경계 혈관기형 및 동정맥루 색전술(뇌졸중 동반),S,,8,0.0,0.0
B0239,뇌신경계 혈관기형 및 동정맥루 색전술(뇌졸중 동반) - 특수5,B023,뇌신경계 혈관기형 및 동정맥루 색전술(뇌졸중 동반),S,,9,0.0,0.0
B0240,뇌신경계 혈관기형 및 동정맥루 색전술(뇌졸중 미동반),B024,뇌신경계 혈관기형 및 동정맥루 색전술(뇌졸중 미동반),S,,0,0.0,0.0
B0241,뇌신경계 혈관기형 및 동정맥루 색전술(뇌졸중 미동반) - 경도,B024,뇌신경계 혈관기형 및 동정맥루 색전술(뇌졸중 미동반),S,,1,0.0,0.0
B0242,뇌신경계 혈관기형 및 동정맥루 색전술(뇌졸중 미동반) - 중등도,B024,뇌신경계 혈관기형 및 동정맥루 색전술(뇌졸중 미동반),S,,2,0.0,0.0
B0243,뇌신경계 혈관기형 및 동정맥루 색전술(뇌졸중 미동반) - 중증,B024,뇌신경계 혈관기형 및 동정맥루 색전술(뇌졸중 미동반),S,,3,0.0,0.0
B0244,뇌신경계 혈관기형 및 동정맥루 색전술(뇌졸중 미동반) - 최중증,B024,뇌신경계 혈관기형 및 동정맥루 색전술(뇌졸중 미동반),S,,4,0.0,0.0
B0245,뇌신경계 혈관기형 및 동정맥루 색전술(뇌졸중 미동반) - 특수1,B024,뇌신경계 혈관기형 및 동정맥루 색전술(뇌졸중 미동반),S,,5,0.0,0.0
B0246,뇌신경계 혈관기형 및 동정맥루 색전술(뇌졸중 미동반) - 특수2,B024,뇌신경계 혈관기형 및 동정맥루 색전술(뇌졸중 미동반),S,,6,0.0,0.0
B0247,뇌신경계 혈관기형 및 동정맥루 색전술(뇌졸중 미동반) - 특수3,B024,뇌신경계 혈관기형 및 동정맥루 색전술(뇌졸중 미동반),S,,7,0.0,0.0
B0248,뇌신경계 혈관기형 및 동정맥루 색전술(뇌졸중 미동반) - 특수4,B024,뇌신경계 혈관기형 및 동정맥루 색전술(뇌졸중 미동반),S,,8,0.0,0.0
B0249,뇌신경계 혈관기형 및 동정맥루 색전술(뇌졸중 미동반) - 특수5,B024,뇌신경계 혈관기형 및 동정맥루 색전술(뇌졸중 미동반),S,,9,0.0,0.0
B0250,경피적 뇌혈관 수술(협착 · 폐쇄 및 혈전제거 동시의 경우),B025,경피적 뇌혈관 수술(협착 · 폐쇄 및 혈전제거 동시의 경우),S,,0,0.0,0.0
B0251,경피적 뇌혈관 수술(협착 · 폐쇄 및 혈전제거 동시의 경우) - 경도,B025,경피적 뇌혈관 수술(협착 · 폐쇄 및 혈전제거 동시의 경우),S,,1,0.0,0.0
B0252,경피적 뇌혈관 수술(협착 · 폐쇄 및 혈전제거 동시의 경우) - 중등도,B025,경피적 뇌혈관 수술(협착 · 폐쇄 및 혈전제거 동시의 경우),S,,2,0.0,0.0
B0253,경피적 뇌혈관 수술(협착 · 폐쇄 및 혈전제거 동시의 경우) - 중증,B025,경피적 뇌혈관 수술(협착 · 폐쇄 및 혈전제거 동시의 경우),S,,3,0.0,0.0
B0254,경피적 뇌혈관 수술(협착 · 폐쇄 및 혈전제거 동시의 경우) - 최중증,B025,경피적 뇌혈관 수술(협착 · 폐쇄 및 혈전제거 동시의 경우),S,,4,0.0,0.0
B0255,경피적 뇌혈관 수술(협착 · 폐쇄 및 혈전제거 동시의 경우) - 특수1,B025,경피적 뇌혈관 수술(협착 · 폐쇄 및 혈전제거 동시의 경우),S,,5,0.0,0.0
B0256,경피적 뇌혈관 수술(협착 · 폐쇄 및 혈전제거 동시의 경우) - 특수2,B025,경피적 뇌혈관 수술(협착 · 폐쇄 및 혈전제거 동시의 경우),S,,6,0.0,0.0
B0257,경피적 뇌혈관 수술(협착 · 폐쇄 및 혈전제거 동시의 경우) - 특수3,B025,경피적 뇌혈관 수술(협착 · 폐쇄 및 혈전제거 동시의 경우),S,,7,0.0,0.0
B0258,경피적 뇌혈관 수술(협착 · 폐쇄 및 혈전제거 동시의 경우) - 특수4,B025,경피적 뇌혈관 수술(협착 · 폐쇄 및 혈전제거 동시의 경우),S,,8,0.0,0.0
B0259,경피적 뇌혈관 수술(협착 · 폐쇄 및 혈전제거 동시의 경우) - 특수5,B025,경피적 뇌혈관 수술(협착 · 폐쇄 및 혈전제거 동시의 경우),S,,9,0.0,0.0
B0260,경피적 뇌혈관 수술(협착 및 폐쇄의 경우),B026,경피적 뇌혈관 수술(협착 및 폐쇄의 경우),S,,0,0.0,0.0
B0261,경피적 뇌혈관 수술(협착 및 폐쇄의 경우) - 경도,B026,경피적 뇌혈관 수술(협착 및 폐쇄의 경우),S,,1,0.0,0.0
B0262,경피적 뇌혈관 수술(협착 및 폐쇄의 경우) - 중등도,B026,경피적 뇌혈관 수술(협착 및 폐쇄의 경우),S,,2,0.0,0.0
B0263,경피적 뇌혈관 수술(협착 및 폐쇄의 경우) - 중증,B026,경피적 뇌혈관 수술(협착 및 폐쇄의 경우),S,,3,0.0,0.0
B0264,경피적 뇌혈관 수술(협착 및 폐쇄의 경우) - 최중증,B026,경피적 뇌혈관 수술(협착 및 폐쇄의 경우),S,,4,0.0,0.0
B0265,경피적 뇌혈관 수술(협착 및 폐쇄의 경우) - 특수1,B026,경피적 뇌혈관 수술(협착 및 폐쇄의 경우),S,,5,0.0,0.0
B0266,경피적 뇌혈관 수술(협착 및 폐쇄의 경우) - 특수2,B026,경피적 뇌혈관 수술(협착 및 폐쇄의 경우),S,,6,0.0,0.0
B0267,경피적 뇌혈관 수술(협착 및 폐쇄의 경우) - 특수3,B026,경피적 뇌혈관 수술(협착 및 폐쇄의 경우),S,,7,0.0,0.0
B0268,경피적 뇌혈관 수술(협착 및 폐쇄의 경우) - 특수4,B026,경피적 뇌혈관 수술(협착 및 폐쇄의 경우),S,,8,0.0,0.0
B0269,경피적 뇌혈관 수술(협착 및 폐쇄의 경우) - 특수5,B026,경피적 뇌혈관 수술(협착 및 폐쇄의 경우),S,,9,0.0,0.0
B0270,경피적 뇌혈관 수술(혈전제거의 경우),B027,경피적 뇌혈관 수술(혈전제거의 경우),S,,0,0.0,0.0
B0271,경피적 뇌혈관 수술(혈전제거의 경우) - 경도,B027,경피적 뇌혈관 수술(혈전제거의 경우),S,,1,0.0,0.0
B0272,경피적 뇌혈관 수술(혈전제거의 경우) - 중등도,B027,경피적 뇌혈관 수술(혈전제거의 경우),S,,2,0.0,0.0
B0273,경피적 뇌혈관 수술(혈전제거의 경우) - 중증,B027,경피적 뇌혈관 수술(혈전제거의 경우),S,,3,0.0,0.0
B0274,경피적 뇌혈관 수술(혈전제거의 경우) - 최중증,B027,경피적 뇌혈관 수술(혈전제거의 경우),S,,4,0.0,0.0
B0275,경피적 뇌혈관 수술(혈전제거의 경우) - 특수1,B027,경피적 뇌혈관 수술(혈전제거의 경우),S,,5,0.0,0.0
B0276,경피적 뇌혈관 수술(혈전제거의 경우) - 특수2,B027,경피적 뇌혈관 수술(혈전제거의 경우),S,,6,0.0,0.0
B0277,경피적 뇌혈관 수술(혈전제거의 경우) - 특수3,B027,경피적 뇌혈관 수술(혈전제거의 경우),S,,7,0.0,0.0
B0278,경피적 뇌혈관 수술(혈전제거의 경우) - 특수4,B027,경피적 뇌혈관 수술(혈전제거의 경우),S,,8,0.0,0.0
B0279,경피적 뇌혈관 수술(혈전제거의 경우) - 특수5,B027,경피적 뇌혈관 수술(혈전제거의 경우),S,,9,0.0,0.0
B0310,혈종제거술(외상 제외),B031,혈종제거술(외상 제외),S,,0,0.0,0.0
B0311,혈종제거술(외상 제외) - 경도,B031,혈종제거술(외상 제외),S,,1,0.0,0.0
B0312,혈종제거술(외상 제외) - 중등도,B031,혈종제거술(외상 제외),S,,2,0.0,0.0
B0313,혈종제거술(외상 제외) - 중증,B031,혈종제거술(외상 제외),S,,3,0.0,0.0
B0314,혈종제거술(외상 제외) - 최중증,B031,혈종제거술(외상 제외),S,,4,0.0,0.0
B0315,혈종제거술(외상 제외) - 특수1,B031,혈종제거술(외상 제외),S,,5,0.0,0.0
B0316,혈종제거술(외상 제외) - 특수2,B031,혈종제거술(외상 제외),S,,6,0.0,0.0
B0317,혈종제거술(외상 제외) - 특수3,B031,혈종제거술(외상 제외),S,,7,0.0,0.0
B0318,혈종제거술(외상 제외) - 특수4,B031,혈종제거술(외상 제외),S,,8,0.0,0.0
B0319,혈종제거술(외상 제외) - 특수5,B031,혈종제거술(외상 제외),S,,9,0.0,0.0
B0320,두개내 감압술(외상 제외),B032,두개내 감압술(외상 제외),S,,0,0.0,0.0
B0321,두개내 감압술(외상 제외) - 경도,B032,두개내 감압술(외상 제외),S,,1,0.0,0.0
B0322,두개내 감압술(외상 제외) - 중등도,B032,두개내 감압술(외상 제외),S,,2,0.0,0.0
B0323,두개내 감압술(외상 제외) - 중증,B032,두개내 감압술(외상 제외),S,,3,0.0,0.0
B0324,두개내 감압술(외상 제외) - 최중증,B032,두개내 감압술(외상 제외),S,,4,0.0,0.0
B0325,두개내 감압술(외상 제외) - 특수1,B032,두개내 감압술(외상 제외),S,,5,0.0,0.0
B0326,두개내 감압술(외상 제외) - 특수2,B032,두개내 감압술(외상 제외),S,,6,0.0,0.0
B0327,두개내 감압술(외상 제외) - 특수3,B032,두개내 감압술(외상 제외),S,,7,0.0,0.0
B0328,두개내 감압술(외상 제외) - 특수4,B032,두개내 감압술(외상 제외),S,,8,0.0,0.0
B0329,두개내 감압술(외상 제외) - 특수5,B032,두개내 감압술(외상 제외),S,,9,0.0,0.0
B0330,두개골 성형술(외상 제외),B033,두개골 성형술(외상 제외),S,,0,0.0,0.0
B0331,두개골 성형술(외상 제외) - 경도,B033,두개골 성형술(외상 제외),S,,1,0.0,0.0
B0332,두개골 성형술(외상 제외) - 중등도,B033,두개골 성형술(외상 제외),S,,2,0.0,0.0
B0333,두개골 성형술(외상 제외) - 중증,B033,두개골 성형술(외상 제외),S,,3,0.0,0.0
B0334,두개골 성형술(외상 제외) - 최중증,B033,두개골 성형술(외상 제외),S,,4,0.0,0.0
B0335,두개골 성형술(외상 제외) - 특수1,B033,두개골 성형술(외상 제외),S,,5,0.0,0.0
B0336,두개골 성형술(외상 제외) - 특수2,B033,두개골 성형술(외상 제외),S,,6,0.0,0.0
B0337,두개골 성형술(외상 제외) - 특수3,B033,두개골 성형술(외상 제외),S,,7,0.0,0.0
B0338,두개골 성형술(외상 제외) - 특수4,B033,두개골 성형술(외상 제외),S,,8,0.0,0.0
B0339,두개골 성형술(외상 제외) - 특수5,B033,두개골 성형술(외상 제외),S,,9,0.0,0.0
B0410,두개외 혈관수술(뇌졸중 동반),B041,두개외 혈관수술(뇌졸중 동반),S,,0,0.0,0.0
B0411,두개외 혈관수술(뇌졸중 동반) - 경도,B041,두개외 혈관수술(뇌졸중 동반),S,,1,0.0,0.0
B0412,두개외 혈관수술(뇌졸중 동반) - 중등도,B041,두개외 혈관수술(뇌졸중 동반),S,,2,0.0,0.0
B0413,두개외 혈관수술(뇌졸중 동반) - 중증,B041,두개외 혈관수술(뇌졸중 동반),S,,3,0.0,0.0
B0414,두개외 혈관수술(뇌졸중 동반) - 최중증,B041,두개외 혈관수술(뇌졸중 동반),S,,4,0.0,0.0
B0415,두개외 혈관수술(뇌졸중 동반) - 특수1,B041,두개외 혈관수술(뇌졸중 동반),S,,5,0.0,0.0
B0416,두개외 혈관수술(뇌졸중 동반) - 특수2,B041,두개외 혈관수술(뇌졸중 동반),S,,6,0.0,0.0
